CID,Type,Impact,First Detected,Owner,Classification,Severity,Action,Component,Category
431847,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431848,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431849,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431850,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431851,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431852,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431853,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431854,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431855,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431856,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431857,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431858,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431859,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431860,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431861,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431862,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431863,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431864,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431865,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431866,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431867,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431868,CORS configuration allows non-credentialed requests from all origins,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431869,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431870,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431871,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431872,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431873,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431874,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431875,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431876,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431877,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431878,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431879,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431880,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431881,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431882,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431883,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431884,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431885,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431886,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431887,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431888,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431889,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431890,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431891,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431892,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431893,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431894,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431895,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431896,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431897,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431898,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431899,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431900,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431901,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431902,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431903,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431904,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431905,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431906,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431907,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431908,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431909,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431910,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431911,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431912,Identical code for different branches,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431913,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431914,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431915,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431916,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431917,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431918,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431919,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431920,Container running as root,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431921,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431922,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431923,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431924,Unsafe evaluation function,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431925,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431926,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431927,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431928,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431929,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431930,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431931,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431932,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431933,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431934,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431935,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431936,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431937,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431938,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431939,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431940,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431941,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431942,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431943,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431944,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431945,Missing TLS,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431946,Copy-paste error,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431947,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431948,Container running as root,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431949,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431950,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431951,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431952,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431953,Container running as root,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431954,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431955,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431956,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431957,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431958,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431959,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431960,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431961,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431962,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431963,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431964,Container running as root,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431965,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431966,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431967,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431968,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431969,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431970,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431971,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431972,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431973,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431974,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431975,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431976,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431977,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431978,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431979,Copy-paste error,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431980,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431981,Copy-paste error,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431982,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431983,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431984,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431985,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431986,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431987,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431988,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431989,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431990,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431991,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431992,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431993,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431994,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431995,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431996,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431997,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431998,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431999,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432000,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432001,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432002,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432003,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432004,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432005,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432006,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432007,Unspecified software version,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432008,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432009,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432010,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432011,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432012,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432013,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432014,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432015,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
432016,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432017,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432018,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432019,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432020,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432021,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432022,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432023,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432024,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
432025,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432026,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432027,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432028,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432029,Unspecified software version,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432030,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432031,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432032,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432033,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432034,Typo in identifier,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432035,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432036,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432037,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432038,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432039,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432040,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432041,Unspecified software version,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432042,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432043,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432044,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432045,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432046,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432047,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432048,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432049,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432050,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432051,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432052,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432053,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432054,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432055,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432056,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432057,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432058,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432059,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432060,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432061,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432062,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432063,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432064,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432065,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432066,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432067,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432068,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432069,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432070,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432071,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432072,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432073,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432074,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432075,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432076,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432077,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432078,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432079,Unspecified software version,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432080,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432081,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
432082,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432083,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432084,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432085,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432086,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432087,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432088,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432089,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432090,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
432091,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432092,Copy-paste error,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432093,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432094,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432095,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
432096,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
432097,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
